country,alpha3_lower,continent,time,lifeExp,pop,gdpPercap
Colombia,col,Amerika,1895-01-01,33.18,3739077,NA
Colombia,col,Amerika,1900-01-01,33.41,4089052,NA
Colombia,col,Amerika,1905-01-01,33.65,4523427,NA
Colombia,col,Amerika,1910-01-01,33.89,5024586,NA
Colombia,col,Amerika,1915-01-01,34.12,5662563,NA
Colombia,col,Amerika,1920-01-01,34.36,6388898,NA
Colombia,col,Amerika,1925-01-01,34.59,7209577,NA
Colombia,col,Amerika,1930-01-01,34.83,8089358,NA
Colombia,col,Amerika,1935-01-01,38.22,8757477,NA
Colombia,col,Amerika,1940-01-01,42.31,9479203,NA
Colombia,col,Amerika,1945-01-01,47.69,10602215,NA
Colombia,col,Amerika,1950-01-01,54.09,11981576,NA
Colombia,col,Amerika,1955-01-01,57.49,13774999,NA
Colombia,col,Amerika,1960-01-01,59.26,16057714,1906.01503
Colombia,col,Amerika,1965-01-01,61.58,18725242,2056.95077
Colombia,col,Amerika,1970-01-01,65.93,21480064,2345.81162
Colombia,col,Amerika,1975-01-01,66.27,24065502,2758.45007
Colombia,col,Amerika,1980-01-01,68.92,26900508,3202.7307
Colombia,col,Amerika,1985-01-01,67.21,29951194,3214.60824
Colombia,col,Amerika,1990-01-01,71.45,33102569,3639.71922
Colombia,col,Amerika,1995-01-01,72.55,36421438,4118.62803
Colombia,col,Amerika,2000-01-01,74.23,39629965,3961.92972
Colombia,col,Amerika,2005-01-01,76.52,42647731,4402.89908
Colombia,col,Amerika,2010-01-01,77.89,45222699,5162.70564
Colombia,col,Amerika,2015-01-01,79.69,47520667,6175.87603
Colombia,col,Amerika,2019-01-01,80.19,50339443,6390.36806
Costa Rica,cri,Amerika,1800-01-01,30.21,53000,NA
Costa Rica,cri,Amerika,1805-01-01,30.21,55340,NA
Costa Rica,cri,Amerika,1810-01-01,30.21,57788,NA
Costa Rica,cri,Amerika,1815-01-01,30.21,60340,NA
Costa Rica,cri,Amerika,1820-01-01,30.21,63498,NA
Costa Rica,cri,Amerika,1825-01-01,30.21,70132,NA
Costa Rica,cri,Amerika,1830-01-01,30.21,77905,NA
Costa Rica,cri,Amerika,1835-01-01,30.21,85657,NA
Costa Rica,cri,Amerika,1840-01-01,30.21,93371,NA
Costa Rica,cri,Amerika,1845-01-01,30.21,97442,NA
Costa Rica,cri,Amerika,1850-01-01,30.21,101627,NA
Costa Rica,cri,Amerika,1855-01-01,30.21,110843,NA
Costa Rica,cri,Amerika,1860-01-01,30.21,121306,NA
Costa Rica,cri,Amerika,1865-01-01,30.21,130755,NA
Costa Rica,cri,Amerika,1870-01-01,30.21,141928,NA
Costa Rica,cri,Amerika,1875-01-01,30.26,163195,NA
Costa Rica,cri,Amerika,1880-01-01,30.3,189347,NA
Costa Rica,cri,Amerika,1885-01-01,30.35,220101,NA
Costa Rica,cri,Amerika,1890-01-01,30.8,254502,NA
Costa Rica,cri,Amerika,1895-01-01,32.91,284558,NA
Costa Rica,cri,Amerika,1900-01-01,35.03,316531,NA
Costa Rica,cri,Amerika,1905-01-01,35.28,352085,NA
Costa Rica,cri,Amerika,1910-01-01,35.54,390292,NA
Costa Rica,cri,Amerika,1915-01-01,35.6,423715,NA
Costa Rica,cri,Amerika,1920-01-01,35.65,457669,NA
Costa Rica,cri,Amerika,1925-01-01,39.32,498528,NA
Costa Rica,cri,Amerika,1930-01-01,43,545312,NA
Costa Rica,cri,Amerika,1935-01-01,45.46,605801,NA
Costa Rica,cri,Amerika,1940-01-01,47.93,679682,NA
Costa Rica,cri,Amerika,1945-01-01,52.72,798246,NA
Costa Rica,cri,Amerika,1950-01-01,57.53,945683,NA
Costa Rica,cri,Amerika,1955-01-01,61.93,1110088,NA
Costa Rica,cri,Amerika,1960-01-01,65.35,1330787,3600.48303
Costa Rica,cri,Amerika,1965-01-01,65.49,1592834,3874.08983
Costa Rica,cri,Amerika,1970-01-01,67.04,1847394,4643.79056
Costa Rica,cri,Amerika,1975-01-01,71.6,2094186,5492.30719
Costa Rica,cri,Amerika,1980-01-01,74.68,2389973,6213.54496
Costa Rica,cri,Amerika,1985-01-01,75.71,2736719,5503.2218
Costa Rica,cri,Amerika,1990-01-01,76.94,3119436,6041.44391
Costa Rica,cri,Amerika,1995-01-01,76.53,3545524,6920.57904
Costa Rica,cri,Amerika,2000-01-01,77.9,3962369,7678.49155
Costa Rica,cri,Amerika,2005-01-01,79.44,4285504,8606.3337
Costa Rica,cri,Amerika,2010-01-01,79.51,4577371,10236.98032
Costa Rica,cri,Amerika,2015-01-01,80.2,4847805,11642.77805
Costa Rica,cri,Amerika,2019-01-01,80.07,5047561,12654.68652
Denmark,dnk,Europa,1800-01-01,37.41,1000000,NA
Denmark,dnk,Europa,1805-01-01,43.02,1036682,NA
Denmark,dnk,Europa,1810-01-01,41.71,1074765,NA
Denmark,dnk,Europa,1815-01-01,42.67,1114189,NA
Denmark,dnk,Europa,1820-01-01,43.14,1156833,NA
Denmark,dnk,Europa,1825-01-01,43.14,1212680,NA
Denmark,dnk,Europa,1830-01-01,34.11,1270537,NA
Denmark,dnk,Europa,1835-01-01,38.35,1314383,NA
Denmark,dnk,Europa,1840-01-01,41.06,1359996,NA
Denmark,dnk,Europa,1845-01-01,43.35,1426375,NA
Denmark,dnk,Europa,1850-01-01,43.5,1501343,NA
Denmark,dnk,Europa,1855-01-01,46.18,1594892,NA
Denmark,dnk,Europa,1860-01-01,45.11,1694977,NA
Denmark,dnk,Europa,1865-01-01,39.85,1790269,NA
Denmark,dnk,Europa,1870-01-01,46.06,1887969,NA
Denmark,dnk,Europa,1875-01-01,44.52,1983514,NA
Denmark,dnk,Europa,1880-01-01,44.89,2082691,NA
Denmark,dnk,Europa,1885-01-01,49.73,2186925,NA
Denmark,dnk,Europa,1890-01-01,47.35,2298166,NA
Denmark,dnk,Europa,1895-01-01,51,2426705,NA
Denmark,dnk,Europa,1900-01-01,52.04,2565597,NA
Denmark,dnk,Europa,1905-01-01,54.52,2720683,NA
Denmark,dnk,Europa,1910-01-01,58.22,2886432,NA
Denmark,dnk,Europa,1915-01-01,58.61,3061836,NA
Denmark,dnk,Europa,1920-01-01,57.72,3241807,NA
Denmark,dnk,Europa,1925-01-01,62.16,3394327,NA
Denmark,dnk,Europa,1930-01-01,62.53,3545784,NA
Denmark,dnk,Europa,1935-01-01,63.16,3690224,NA
Denmark,dnk,Europa,1940-01-01,66.54,3845283,NA
Denmark,dnk,Europa,1945-01-01,66.38,4052448,NA
Denmark,dnk,Europa,1950-01-01,70.66,4268281,NA
Denmark,dnk,Europa,1955-01-01,72.1,4440779,NA
Denmark,dnk,Europa,1960-01-01,72.51,4581099,18107.37593
Denmark,dnk,Europa,1965-01-01,72.66,4760461,22519.81153
Denmark,dnk,Europa,1970-01-01,73.57,4931239,26927.95904
Denmark,dnk,Europa,1975-01-01,74.24,5062731,28480.35548
Denmark,dnk,Europa,1980-01-01,74.39,5123945,32073.64132
Denmark,dnk,Europa,1985-01-01,74.82,5114250,36783.94104
Denmark,dnk,Europa,1990-01-01,75.23,5141117,39295.24344
Denmark,dnk,Europa,1995-01-01,75.6,5232709,43310.25009
Denmark,dnk,Europa,2000-01-01,77.16,5341192,49241.928
Denmark,dnk,Europa,2005-01-01,78.34,5421701,51835.83271
Denmark,dnk,Europa,2010-01-01,79.52,5554849,51173.46616
Denmark,dnk,Europa,2015-01-01,80.99,5688695,53254.85637
Denmark,dnk,Europa,2019-01-01,81.13,5771877,57553.13124
Dominican Republic,dom,Amerika,1800-01-01,29.9,150000,NA
Dominican Republic,dom,Amerika,1805-01-01,29.9,131649,NA
Dominican Republic,dom,Amerika,1810-01-01,29.9,115621,NA
Dominican Republic,dom,Amerika,1815-01-01,29.9,101475,NA
Dominican Republic,dom,Amerika,1820-01-01,29.9,91318,NA
Dominican Republic,dom,Amerika,1825-01-01,29.9,96680,NA
Dominican Republic,dom,Amerika,1830-01-01,29.9,104994,NA
Dominican Republic,dom,Amerika,1835-01-01,29.9,114022,NA
Dominican Republic,dom,Amerika,1840-01-01,29.9,123827,NA
Dominican Republic,dom,Amerika,1845-01-01,29.9,134476,NA
Dominican Republic,dom,Amerika,1850-01-01,29.9,146835,NA
Dominican Republic,dom,Amerika,1855-01-01,29.9,165831,NA
Dominican Republic,dom,Amerika,1860-01-01,29.9,188236,NA
Dominican Republic,dom,Amerika,1865-01-01,29.9,213668,NA
Dominican Republic,dom,Amerika,1870-01-01,29.9,242522,NA
Dominican Republic,dom,Amerika,1875-01-01,30.4,275176,NA
Dominican Republic,dom,Amerika,1880-01-01,30.9,312209,NA
Dominican Republic,dom,Amerika,1885-01-01,31.41,354227,NA
Dominican Republic,dom,Amerika,1890-01-01,31.91,401900,NA
Dominican Republic,dom,Amerika,1895-01-01,32.41,455988,NA
Dominican Republic,dom,Amerika,1900-01-01,32.91,518585,NA
Dominican Republic,dom,Amerika,1905-01-01,33.41,598328,NA
Dominican Republic,dom,Amerika,1910-01-01,33.92,689896,NA
Dominican Republic,dom,Amerika,1915-01-01,34.42,782108,NA
Dominican Republic,dom,Amerika,1920-01-01,34.92,890408,NA
Dominican Republic,dom,Amerika,1925-01-01,35.42,1057616,NA
Dominican Republic,dom,Amerika,1930-01-01,35.92,1258671,NA
Dominican Republic,dom,Amerika,1935-01-01,36.43,1458870,NA
Dominican Republic,dom,Amerika,1940-01-01,42.86,1689881,NA
Dominican Republic,dom,Amerika,1945-01-01,49.46,1997444,NA
Dominican Republic,dom,Amerika,1950-01-01,56.21,2364649,NA
Dominican Republic,dom,Amerika,1955-01-01,60.36,2781338,NA
Dominican Republic,dom,Amerika,1960-01-01,61.92,3294222,1375.41365
Dominican Republic,dom,Amerika,1965-01-01,61.62,3877768,1329.50271
Dominican Republic,dom,Amerika,1970-01-01,64.88,4499722,1765.25203
Dominican Republic,dom,Amerika,1975-01-01,67.18,5144632,2378.93835
Dominican Republic,dom,Amerika,1980-01-01,69.25,5803929,2723.65305
Dominican Republic,dom,Amerika,1985-01-01,70.24,6464229,2689.12456
Dominican Republic,dom,Amerika,1990-01-01,71.97,7133491,2801.05843
Dominican Republic,dom,Amerika,1995-01-01,73.71,7819239,3340.04393
Dominican Republic,dom,Amerika,2000-01-01,73.66,8471317,4209.41187
Dominican Republic,dom,Amerika,2005-01-01,72.56,9097262,4647.03787
Dominican Republic,dom,Amerika,2010-01-01,73.5,9695117,5771.91842
Dominican Republic,dom,Amerika,2015-01-01,72,10281675,6921.52059
Dominican Republic,dom,Amerika,2019-01-01,73.19,10738957,8314.34482
Algeria,dza,Afrika,1800-01-01,28.82,2500000,NA
Algeria,dza,Afrika,1805-01-01,28.82,2545967,NA
Algeria,dza,Afrika,1810-01-01,28.82,2592813,NA
Algeria,dza,Afrika,1815-01-01,28.82,2640486,NA
Algeria,dza,Afrika,1820-01-01,28.82,2686052,NA
Algeria,dza,Afrika,1825-01-01,28.82,2713360,NA
Algeria,dza,Afrika,1830-01-01,28.82,2737931,NA
Algeria,dza,Afrika,1835-01-01,28.82,2762725,NA
Algeria,dza,Afrika,1840-01-01,28.82,2787744,NA
Algeria,dza,Afrika,1845-01-01,28.82,2812989,NA
Algeria,dza,Afrika,1850-01-01,15,2852648,NA
Algeria,dza,Afrika,1855-01-01,28.82,2983114,NA
Algeria,dza,Afrika,1860-01-01,28.82,3134829,NA
Algeria,dza,Afrika,1865-01-01,28.82,3294259,NA
Algeria,dza,Afrika,1870-01-01,22,3461795,NA
Algeria,dza,Afrika,1875-01-01,29.38,3637850,NA
Algeria,dza,Afrika,1880-01-01,29.94,3822857,NA
Algeria,dza,Afrika,1885-01-01,30.5,4017272,NA
Algeria,dza,Afrika,1890-01-01,31.05,4220676,NA
Algeria,dza,Afrika,1895-01-01,31.61,4428517,NA
Algeria,dza,Afrika,1900-01-01,32.21,4664019,NA
Algeria,dza,Afrika,1905-01-01,30.31,5034093,NA
Algeria,dza,Afrika,1910-01-01,35.55,5417110,NA
Algeria,dza,Afrika,1915-01-01,33.65,5588466,NA
Algeria,dza,Afrika,1920-01-01,32.82,5750516,NA
Algeria,dza,Afrika,1925-01-01,38.37,6054766,NA
Algeria,dza,Afrika,1930-01-01,38.36,6423262,NA
Algeria,dza,Afrika,1935-01-01,40.79,6985082,NA
Algeria,dza,Afrika,1940-01-01,42.85,7612711,NA
Algeria,dza,Afrika,1945-01-01,38.7,8214538,NA
Algeria,dza,Afrika,1950-01-01,55.12,8872250,NA
Algeria,dza,Afrika,1955-01-01,53.07,9774280,NA
Algeria,dza,Afrika,1960-01-01,52.38,11057864,2170.31134
Algeria,dza,Afrika,1965-01-01,56.8,12550880,2003.19159
Algeria,dza,Afrika,1970-01-01,56.23,14464992,2368.57316
Algeria,dza,Afrika,1975-01-01,56.87,16607706,2732.32263
Algeria,dza,Afrika,1980-01-01,58.73,19221659,3186.43514
Algeria,dza,Afrika,1985-01-01,64.7,22431507,3453.81941
Algeria,dza,Afrika,1990-01-01,67.48,25758872,3123.99568
Algeria,dza,Afrika,1995-01-01,69.04,28757788,2834.2634
Algeria,dza,Afrika,2000-01-01,70.96,31042238,3111.1742
Algeria,dza,Afrika,2005-01-01,72.94,33149720,3752.09378
Algeria,dza,Afrika,2010-01-01,74.48,35977451,3918.48393
Algeria,dza,Afrika,2015-01-01,75.44,39728020,4177.88689
Algeria,dza,Afrika,2019-01-01,76.2,43053054,4111.30619
Ecuador,ecu,Amerika,1800-01-01,32.9,500000,NA
Ecuador,ecu,Amerika,1805-01-01,32.9,500000,NA
Ecuador,ecu,Amerika,1810-01-01,32.9,500000,NA
Ecuador,ecu,Amerika,1815-01-01,32.9,500000,NA
Ecuador,ecu,Amerika,1820-01-01,32.9,504965,NA
Ecuador,ecu,Amerika,1825-01-01,32.9,542674,NA
Ecuador,ecu,Amerika,1830-01-01,32.9,588833,NA
Ecuador,ecu,Amerika,1835-01-01,32.9,638919,NA
Ecuador,ecu,Amerika,1840-01-01,32.9,693265,NA
Ecuador,ecu,Amerika,1845-01-01,32.9,752233,NA
Ecuador,ecu,Amerika,1850-01-01,32.9,813456,NA
Ecuador,ecu,Amerika,1855-01-01,32.9,863454,NA
Ecuador,ecu,Amerika,1860-01-01,32.9,913555,NA
Ecuador,ecu,Amerika,1865-01-01,32.9,966558,NA
Ecuador,ecu,Amerika,1870-01-01,32.9,1022614,NA
Ecuador,ecu,Amerika,1875-01-01,33.03,1081801,NA
Ecuador,ecu,Amerika,1880-01-01,33.16,1144389,NA
Ecuador,ecu,Amerika,1885-01-01,33.29,1210592,NA
Ecuador,ecu,Amerika,1890-01-01,33.42,1280617,NA
Ecuador,ecu,Amerika,1895-01-01,33.55,1354686,NA
Ecuador,ecu,Amerika,1900-01-01,33.68,1436214,NA
Ecuador,ecu,Amerika,1905-01-01,33.81,1543765,NA
Ecuador,ecu,Amerika,1910-01-01,33.94,1658572,NA
Ecuador,ecu,Amerika,1915-01-01,34.07,1753402,NA
Ecuador,ecu,Amerika,1920-01-01,34.2,1844347,NA
Ecuador,ecu,Amerika,1925-01-01,34.33,1924221,NA
Ecuador,ecu,Amerika,1930-01-01,34.46,2024480,NA
Ecuador,ecu,Amerika,1935-01-01,34.59,2259649,NA
Ecuador,ecu,Amerika,1940-01-01,36.1,2556906,NA
Ecuador,ecu,Amerika,1945-01-01,43.16,2976341,NA
Ecuador,ecu,Amerika,1950-01-01,50.27,3470160,NA
Ecuador,ecu,Amerika,1955-01-01,53.94,3956625,NA
Ecuador,ecu,Amerika,1960-01-01,56.1,4543658,2571.35233
Ecuador,ecu,Amerika,1965-01-01,59.75,5243980,2783.21334
Ecuador,ecu,Amerika,1970-01-01,61.35,6069375,2858.267
Ecuador,ecu,Amerika,1975-01-01,64.09,6994331,3893.45236
Ecuador,ecu,Amerika,1980-01-01,67.01,7989178,4229.85751
Ecuador,ecu,Amerika,1985-01-01,69.88,9066100,4210.53125
Ecuador,ecu,Amerika,1990-01-01,71.95,10230931,4269.7829
Ecuador,ecu,Amerika,1995-01-01,73.63,11455205,4414.92826
Ecuador,ecu,Amerika,2000-01-01,74.46,12681123,4209.34498
Ecuador,ecu,Amerika,2005-01-01,73.61,13825839,4892.69132
Ecuador,ecu,Amerika,2010-01-01,74.27,15011114,5323.73748
Ecuador,ecu,Amerika,2015-01-01,75.88,16212022,6124.49089
Ecuador,ecu,Amerika,2019-01-01,76.38,17373657,5853.81306
Egypt,egy,Afrika,1800-01-01,33,3500000,NA
Egypt,egy,Afrika,1805-01-01,33,3661914,NA
Egypt,egy,Afrika,1810-01-01,33,3831632,NA
Egypt,egy,Afrika,1815-01-01,33,4008887,NA
Egypt,egy,Afrika,1820-01-01,33,4179621,NA
Egypt,egy,Afrika,1825-01-01,33,4262834,NA
Egypt,egy,Afrika,1830-01-01,33,4332752,NA
Egypt,egy,Afrika,1835-01-01,33,4403817,NA
Egypt,egy,Afrika,1840-01-01,33,4532740,NA
Egypt,egy,Afrika,1845-01-01,33,5046776,NA
Egypt,egy,Afrika,1850-01-01,33,5638537,NA
Egypt,egy,Afrika,1855-01-01,33,5949331,NA
Egypt,egy,Afrika,1860-01-01,33,6226449,NA
Egypt,egy,Afrika,1865-01-01,33,6516328,NA
Egypt,egy,Afrika,1870-01-01,33,6819549,NA
Egypt,egy,Afrika,1875-01-01,33.15,7136717,NA
Egypt,egy,Afrika,1880-01-01,33.3,7484469,NA
Egypt,egy,Afrika,1885-01-01,33.45,7954181,NA
Egypt,egy,Afrika,1890-01-01,33.6,8475721,NA
Egypt,egy,Afrika,1895-01-01,33.75,9065170,NA
Egypt,egy,Afrika,1900-01-01,33.9,9697412,NA
Egypt,egy,Afrika,1905-01-01,34.05,10349890,NA
Egypt,egy,Afrika,1910-01-01,34.2,11026391,NA
Egypt,egy,Afrika,1915-01-01,34.35,11643562,NA
Egypt,egy,Afrika,1920-01-01,34.49,12311184,NA
Egypt,egy,Afrika,1925-01-01,34.64,13016896,NA
Egypt,egy,Afrika,1930-01-01,37.32,13779639,NA
Egypt,egy,Afrika,1935-01-01,35.15,14725065,NA
Egypt,egy,Afrika,1940-01-01,36.58,15881134,NA
Egypt,egy,Afrika,1945-01-01,34.49,17967176,NA
Egypt,egy,Afrika,1950-01-01,41.25,20451988,NA
Egypt,egy,Afrika,1955-01-01,43.8,23223125,NA
Egypt,egy,Afrika,1960-01-01,46.87,26632891,762.13411
Egypt,egy,Afrika,1965-01-01,50.67,30433024,941.98672
Egypt,egy,Afrika,1970-01-01,51.25,34513851,962.11655
Egypt,egy,Afrika,1975-01-01,54.43,38549133,1057.84565
Egypt,egy,Afrika,1980-01-01,58.48,43309063,1452.59824
Egypt,egy,Afrika,1985-01-01,60.12,49258726,1838.57571
Egypt,egy,Afrika,1990-01-01,63.92,56134478,2051.61226
Egypt,egy,Afrika,1995-01-01,66.38,62334025,2185.30218
Egypt,egy,Afrika,2000-01-01,68.54,68831561,2610.4765
Egypt,egy,Afrika,2005-01-01,68.78,75523576,2830.35014
Egypt,egy,Afrika,2010-01-01,69.44,82761244,3485.2822
Egypt,egy,Afrika,2015-01-01,69.92,92442549,3562.93266
Egypt,egy,Afrika,2019-01-01,70.97,100388076,3964.98713
Spain,esp,Europa,1800-01-01,29.5,11500000,NA
Spain,esp,Europa,1805-01-01,29.5,11671859,NA
Spain,esp,Europa,1810-01-01,29.5,11846391,NA
Spain,esp,Europa,1815-01-01,29.5,12023426,NA
Spain,esp,Europa,1820-01-01,29.5,12230231,NA
Spain,esp,Europa,1825-01-01,29.5,12615600,NA
Spain,esp,Europa,1830-01-01,29.5,13041601,NA
Spain,esp,Europa,1835-01-01,29.5,13482154,NA
Spain,esp,Europa,1840-01-01,29.5,13937584,NA
Spain,esp,Europa,1845-01-01,29.5,14408192,NA
Spain,esp,Europa,1850-01-01,29.5,14878948,NA
Spain,esp,Europa,1855-01-01,29.5,15263827,NA
Spain,esp,Europa,1860-01-01,29.5,15629336,NA
Spain,esp,Europa,1865-01-01,29.5,15919374,NA
Spain,esp,Europa,1870-01-01,29.5,16205974,NA
Spain,esp,Europa,1875-01-01,29.5,16527215,NA
Spain,esp,Europa,1880-01-01,29.5,16871863,NA
Spain,esp,Europa,1885-01-01,30.27,17302975,NA
Spain,esp,Europa,1890-01-01,31.57,17749983,NA
Spain,esp,Europa,1895-01-01,33.1,18157806,NA
Spain,esp,Europa,1900-01-01,34.79,18592431,NA
Spain,esp,Europa,1905-01-01,38.94,19202587,NA
Spain,esp,Europa,1910-01-01,40.9,19859107,NA
Spain,esp,Europa,1915-01-01,43.02,20535166,NA
Spain,esp,Europa,1920-01-01,39.28,21275387,NA
Spain,esp,Europa,1925-01-01,46.91,22314097,NA
Spain,esp,Europa,1930-01-01,49.3,23440882,NA
Spain,esp,Europa,1935-01-01,52.67,24576906,NA
Spain,esp,Europa,1940-01-01,48.34,25747201,NA
Spain,esp,Europa,1945-01-01,57.78,26888238,NA
Spain,esp,Europa,1950-01-01,61.8,28069734,NA
Spain,esp,Europa,1955-01-01,66.66,29048392,NA
Spain,esp,Europa,1960-01-01,69.45,30402413,6212.53735
Spain,esp,Europa,1965-01-01,70.94,32146255,8928.96545
Spain,esp,Europa,1970-01-01,72.02,33883749,11431.59456
Spain,esp,Europa,1975-01-01,73.59,35879210,14004.338
Spain,esp,Europa,1980-01-01,75.51,37698200,14721.56758
Spain,esp,Europa,1985-01-01,76.45,38733866,15375.87454
Spain,esp,Europa,1990-01-01,76.96,39202524,18962.44605
Spain,esp,Europa,1995-01-01,78.09,39787413,19994.02769
Spain,esp,Europa,2000-01-01,79.47,40824745,23928.67166
Spain,esp,Europa,2005-01-01,80.58,44019118,26135.65158
Spain,esp,Europa,2010-01-01,82.08,46931011,25692.36964
Spain,esp,Europa,2015-01-01,82.78,46671919,25732.01836
Spain,esp,Europa,2019-01-01,83.09,46736782,28091.01233
Finland,fin,Europa,1800-01-01,36.57,800000,NA
Finland,fin,Europa,1805-01-01,39.8,879571,NA
Finland,fin,Europa,1810-01-01,36.95,967405,NA
Finland,fin,Europa,1815-01-01,35.72,1063628,NA
Finland,fin,Europa,1820-01-01,37.29,1166867,NA
Finland,fin,Europa,1825-01-01,37.26,1263042,NA
Finland,fin,Europa,1830-01-01,36.3,1356050,NA
Finland,fin,Europa,1835-01-01,37.79,1402014,NA
Finland,fin,Europa,1840-01-01,41.47,1446931,NA
Finland,fin,Europa,1845-01-01,40.86,1531877,NA
Finland,fin,Europa,1850-01-01,37.35,1622623,NA
Finland,fin,Europa,1855-01-01,31.94,1682000,NA
Finland,fin,Europa,1860-01-01,38.15,1731819,NA
Finland,fin,Europa,1865-01-01,35.78,1745445,NA
Finland,fin,Europa,1870-01-01,45.66,1768778,NA
Finland,fin,Europa,1875-01-01,40.66,1894324,NA
Finland,fin,Europa,1880-01-01,39.69,2044906,NA
Finland,fin,Europa,1885-01-01,41.33,2198671,NA
Finland,fin,Europa,1890-01-01,44.66,2358017,NA
Finland,fin,Europa,1895-01-01,47.7,2499034,NA
Finland,fin,Europa,1900-01-01,41.87,2641828,NA
Finland,fin,Europa,1905-01-01,46.12,2781048,NA
Finland,fin,Europa,1910-01-01,48.63,2919589,NA
Finland,fin,Europa,1915-01-01,49.66,3025375,NA
Finland,fin,Europa,1920-01-01,47.67,3134303,NA
Finland,fin,Europa,1925-01-01,53.57,3282983,NA
Finland,fin,Europa,1930-01-01,54.64,3439042,NA
Finland,fin,Europa,1935-01-01,57.55,3566588,NA
Finland,fin,Europa,1940-01-01,46.82,3695561,NA
Finland,fin,Europa,1945-01-01,57.41,3845264,NA
Finland,fin,Europa,1950-01-01,64.51,4008292,NA
Finland,fin,Europa,1955-01-01,67.73,4238274,NA
Finland,fin,Europa,1960-01-01,69.22,4434593,11420.69956
Finland,fin,Europa,1965-01-01,69.56,4568604,14060.01817
Finland,fin,Europa,1970-01-01,70.66,4612365,17121.74368
Finland,fin,Europa,1975-01-01,72.17,4718744,20755.98806
Finland,fin,Europa,1980-01-01,74.01,4788247,23911.99614
Finland,fin,Europa,1985-01-01,74.88,4911220,26846.79476
Finland,fin,Europa,1990-01-01,75.43,4996220,31267.37495
Finland,fin,Europa,1995-01-01,76.94,5119012,29900.87062
Finland,fin,Europa,2000-01-01,78.04,5187953,37869.1588
Finland,fin,Europa,2005-01-01,79.32,5258933,42513.519
Finland,fin,Europa,2010-01-01,80.4,5365784,43546.05619
Finland,fin,Europa,2015-01-01,81.68,5481128,42784.69836
Finland,fin,Europa,2019-01-01,81.87,5532159,46172.5675
Fiji,fji,Oseania,1800-01-01,26.1,130533,NA
Fiji,fji,Oseania,1805-01-01,26.1,131680,NA
Fiji,fji,Oseania,1810-01-01,26.1,132838,NA
Fiji,fji,Oseania,1815-01-01,26.1,134006,NA
Fiji,fji,Oseania,1820-01-01,26.1,135184,NA
Fiji,fji,Oseania,1825-01-01,26.1,136372,NA
Fiji,fji,Oseania,1830-01-01,26.1,137571,NA
Fiji,fji,Oseania,1835-01-01,26.1,138780,NA
Fiji,fji,Oseania,1840-01-01,26.1,139672,NA
Fiji,fji,Oseania,1845-01-01,26.1,138493,NA
Fiji,fji,Oseania,1850-01-01,26.1,136971,NA
Fiji,fji,Oseania,1855-01-01,26.1,135205,NA
Fiji,fji,Oseania,1860-01-01,26.1,133432,NA
Fiji,fji,Oseania,1865-01-01,26.1,131683,NA
Fiji,fji,Oseania,1870-01-01,26.1,129956,NA
Fiji,fji,Oseania,1875-01-01,1.01,128252,NA
Fiji,fji,Oseania,1880-01-01,26.62,126396,NA
Fiji,fji,Oseania,1885-01-01,26.88,123477,NA
Fiji,fji,Oseania,1890-01-01,27.14,120745,NA
Fiji,fji,Oseania,1895-01-01,27.4,119887,NA
Fiji,fji,Oseania,1900-01-01,27.66,120500,NA
Fiji,fji,Oseania,1905-01-01,27.92,128841,NA
Fiji,fji,Oseania,1910-01-01,28.18,138748,NA
Fiji,fji,Oseania,1915-01-01,28.44,147188,NA
Fiji,fji,Oseania,1920-01-01,28.7,156963,NA
Fiji,fji,Oseania,1925-01-01,28.96,175073,NA
Fiji,fji,Oseania,1930-01-01,34.82,197105,NA
Fiji,fji,Oseania,1935-01-01,40.78,225343,NA
Fiji,fji,Oseania,1940-01-01,46.84,255472,NA
Fiji,fji,Oseania,1945-01-01,53,271292,NA
Fiji,fji,Oseania,1950-01-01,59.26,288994,NA
Fiji,fji,Oseania,1955-01-01,63,335096,NA
Fiji,fji,Oseania,1960-01-01,64.6,393480,2196.91681
Fiji,fji,Oseania,1965-01-01,65.57,463960,2168.81032
Fiji,fji,Oseania,1970-01-01,65.17,520561,2734.08665
Fiji,fji,Oseania,1975-01-01,65.03,576626,3264.6356
Fiji,fji,Oseania,1980-01-01,66.47,635312,3626.30694
Fiji,fji,Oseania,1985-01-01,66.11,711770,3213.17895
Fiji,fji,Oseania,1990-01-01,66.34,728575,3624.69523
Fiji,fji,Oseania,1995-01-01,66.12,775428,3868.23224
Fiji,fji,Oseania,2000-01-01,65.75,811011,4106.94871
Fiji,fji,Oseania,2005-01-01,67.11,821606,4570.26624
Fiji,fji,Oseania,2010-01-01,67.64,859816,4523.84683
Fiji,fji,Oseania,2015-01-01,68.02,868632,5390.71421
Fiji,fji,Oseania,2019-01-01,68.38,889955,5869.01411
France,fra,Europa,1800-01-01,33.97,29000000,NA
France,fra,Europa,1805-01-01,34.88,29546838,NA
France,fra,Europa,1810-01-01,37.4,30104407,NA
France,fra,Europa,1815-01-01,36.5,30672069,NA
France,fra,Europa,1820-01-01,39.21,31299931,NA
France,fra,Europa,1825-01-01,38.53,32260022,NA
France,fra,Europa,1830-01-01,39.56,33267853,NA
France,fra,Europa,1835-01-01,39.48,34091365,NA
France,fra,Europa,1840-01-01,40.37,34887644,NA
France,fra,Europa,1845-01-01,43.58,35618212,NA
